Prokaryote Name	Tax ID	Average CAI	Median CAI	Coefficient of Variation (of CAI)	Nc Difference	Average Nc	Salinity	Oxygen Requirment	Habitat	Temp. Range	Pathogenic	Present in the trimmed list	Super Kingdom	GC content (%)
Pectobacterium wasabiae WPP163	561231	0.469373722	0.459	0.159186453	0.201021034	48.97439417	Non-halophilic		Multiple	Mesophilic	plants	Yes	Bacteria	0.504773996
Pediococcus pentosaceus ATCC 25745	278197	0.537834939	0.528	0.153017755	0.23199714	46.09066924		Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.373578289
Pedobacter heparinus DSM 2366	485917	0.588464016	0.585	0.083106047	0.145801428	51.49399899		Aerobic	Terrestrial	Mesophilic	No	Yes	Bacteria	0.420488863
Pelobacter carbinolicus	338963	0.682445507	0.688	0.097425774	0.012336947	47.44608302		Anaerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.551137472
Pelobacter propionicus DSM 2379	338966	0.767141778	0.771	0.055769289	-0.120726974	43.00945206	Non-halophilic	Anaerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.584830796
Pelodictyon luteolum DSM 273	319225	0.646192727	0.652	0.1130357	0.022675539	45.42689351		Anaerobic	Multiple	Mesophilic	No	No	Bacteria	0.573300457
Pelodictyon phaeoclathratiforme BU 1	324925	0.705885801	0.709	0.050744944	-0.009829001	51.9986383		Anaerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.48077587
Pelotomaculum thermopropionicum SI	370438	0.594486635	0.601	0.13751688	0.129216338	46.97859748	Non-halophilic	Anaerobic	Specialized	Thermophilic	No	Yes	Bacteria	0.52961104
Persephonella marina EX H1	123214	0.644175728	0.646	0.080452177	0.089703254	40.68257825		Microaerophilic	Aquatic	Thermophilic	No	Yes	Bacteria	0.370805115
Petrotoga mobilis SJ95	403833	0.699012907	0.7	0.050717493	0.015507196	45.24790236	Mesophilic	Anaerobic	Specialized	Thermophilic	No	Yes	Bacteria	0.341231906
Phenylobacterium zucineum HLK1	450851	0.65828249	0.681	0.16154706	0.065854541	31.17810114		Aerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.711013189
Photobacterium profundum SS9	298386	0.451273587	0.437	0.174866593	0.227560026	49.50749931	Non-halophilic	Facultative	Multiple	Psychrophilic	No	Yes	Bacteria	0.41733984
Photorhabdus asymbiotica	291112	0.48524389	0.478	0.135630141	0.181486262	49.87323245		Facultative	Host-associated	Mesophilic		Yes	Bacteria	0.421431261
Photorhabdus luminescens	243265	0.468466796	0.46	0.142792656	0.199092102	50.24603345		Facultative	Host-associated	Mesophilic	Insect	Yes	Bacteria	0.428253571
Picrophilus torridus DSM 9790	263820	0.678015703	0.679	0.054874023	0.007131001	42.94933191		Aerobic	Specialized	Thermophilic		Yes	Archaea	0.359704249
Pirellula sp	243090	0.599487669	0.602	0.111270856	0.122990216	50.16371278		Aerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.554032873
Pirellula staleyi DSM 6068 uid43209	530564	0.642366302	0.641	0.107333614	0.094962178	47.90805166		Aerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.574646973
Planctomyces limnophilus DSM 3776 uid48643	521674	0.712546966	0.713	0.059811035	0.064968359	51.82303166		Aerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.536844573
Polaromonas JS666	296591	0.613054314	0.625	0.156787	0.035433591	41.38020059	Non-halophilic	Aerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.619746024
Polaromonas naphthalenivorans CJ2	365044	0.639079243	0.654	0.15702293	-0.030156788	39.95367731		Aerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.616795527
Polynucleobacter necessarius asymbioticus QLW P1DMWA 1	312153	0.578840654	0.5685	0.118697289	0.143932903	51.54076456		Aerobic	Aquatic	Mesophilic		No	Bacteria	0.448341043
Polynucleobacter necessarius STIR1	452638	0.606116926	0.597	0.121015816	0.114633728	50.44815781		Aerobic	Host-associated	Mesophilic		No	Bacteria	0.455573933
Polynucleobacter QLW-P1DMWA-1	312153	0.57783095	0.569	0.118555211	0.136831586	51.54076456		Aerobic	Aquatic	Mesophilic		Yes	Bacteria	0.448341043
Porphyromonas gingivalis ATCC 33277	431947	0.64336779	0.636	0.074857794	0.060694241	52.9619703		Anaerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.483592836
Porphyromonas gingivalis W83	242619	0.642166667	0.636	0.076749452	0.058562992	52.89318155	Non-halophilic	Anaerobic	Host-associated	Mesophilic	Human	No	Bacteria	0.482879278
Prevotella ruminicola 23 uid47507	264731	0.530587566	0.5175	0.185010603	0.158018894	45.88968082		Anaerobic	Host-associated		No	Yes	Bacteria	0.47685533
Prochlorococcus marinus AS9601	146891	0.718541353	0.717	0.047049373	-0.044900664	40.22602461			Aquatic	Mesophilic	No	No	Bacteria	0.313215393
Prochlorococcus marinus CCMP1375	167539	0.695178954	0.696	0.045460749	-0.040622386	44.55138673			Aquatic	Mesophilic		No	Bacteria	0.364421386
Prochlorococcus marinus MED4	59919	0.713236389	0.713	0.048702626	-0.038476098	39.56124604			Aquatic	Mesophilic		No	Bacteria	0.307991604
Prochlorococcus marinus MIT 9211	93059	0.707409152	0.708	0.04294226	-0.040832283	46.57928869			Aquatic	Mesophilic	No	No	Bacteria	0.380095366
Prochlorococcus marinus MIT 9215	93060	0.718109562	0.718	0.04918409	-0.053877281	40.24244954	Non-halophilic		Aquatic	Mesophilic	No	No	Bacteria	0.311450491
Prochlorococcus marinus MIT 9301	167546	0.716808713	0.717	0.046183408	-0.032532649	40.40458475			Aquatic	Mesophilic		No	Bacteria	0.313398856
Prochlorococcus marinus MIT 9303	59922	0.637207212	0.638	0.08866172	0.064210957	52.09245337			Aquatic	Mesophilic	No	No	Bacteria	0.500075857
Prochlorococcus marinus MIT 9312	74546	0.711355955	0.712	0.050199117	-0.041841099	40.20220758			Aquatic	Mesophilic		No	Bacteria	0.312104933
Prochlorococcus marinus MIT 9515	167542	0.699023891	0.7	0.050835424	-0.036490542	40.07538703			Aquatic		No	No	Bacteria	0.307941785
Prochlorococcus marinus MIT9313	74547	0.633668721	0.63	0.082911429	0.072647263	52.32173138			Aquatic	Mesophilic		Yes	Bacteria	0.507397738
Prochlorococcus marinus NATL1A	167555	0.716110318	0.716	0.046121964	-0.078162593	43.59228618			Aquatic	Mesophilic	No	No	Bacteria	0.34979308
Prochlorococcus marinus NATL2A	59920	0.724752142	0.725	0.046172543	-0.086620556	43.72542452			Aquatic	Mesophilic		No	Bacteria	0.351230317
Propionibacterium acnes KPA171202	267747	0.514123692	0.508	0.158415218	0.263593832	47.97810799	Non-halophilic	Anaerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.600107411
Propionibacterium acnes SK137 uid48071	553199	0.521752598	0.514	0.151765934	0.250631727	47.54257496		Anaerobic		Mesophilic		No	Bacteria	0.60103938
Prosthecochloris aestuarii DSM 271	290512	0.706948002	0.708	0.060942608	0.025685258	51.12965046			Aquatic	Mesophilic	No	Yes	Bacteria	0.501051093
Prosthecochloris vibrioformis DSM 265	290318	0.736185819	0.738	0.061133353	0.001767535	49.02357274	Mesophilic	Facultative	Aquatic	Mesophilic	No	Yes	Bacteria	0.529917259
Proteus mirabilis	529507	0.47069475	0.461	0.144550534	0.153542493	46.34734188	Non-halophilic	Aerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.388758493
Pseudoalteromonas atlantica T6c	342610	0.536859047	0.529	0.102690869	0.210933673	52.83086941		Aerobic	Aquatic	Mesophilic	Shellfish	Yes	Bacteria	0.446160935
Pseudoalteromonas haloplanktis TAC125	326442	0.525205153	0.515	0.120511218	0.143268163	46.24497488	Mesophilic	Aerobic	Aquatic	Psychrophilic	No	Yes	Bacteria	0.400916611
Pseudomonas aeruginosa	208964	0.610350991	0.619	0.157699618	-0.031152296	32.72190339		Aerobic	Multiple	Mesophilic	Human	No	Bacteria	0.66555733
Pseudomonas aeruginosa LESB58	557722	0.602164321	0.612	0.167574019	-0.015938966	33.1652442		Aerobic	Multiple	Mesophilic	Human	Yes	Bacteria	0.662973811
Pseudomonas aeruginosa PA7	381754	0.617575563	0.629	0.167967538	-0.034782441	32.76938945		Aerobic	Multiple	Mesophilic	Human	No	Bacteria	0.664494344
Pseudomonas aeruginosa UCBPP-PA14	208963	0.601217383	0.612	0.173562623	-0.013626068	33.13999195		Aerobic	Multiple	Mesophilic	"Human, Animal, Plant"	No	Bacteria	0.662923163
Pseudomonas entomophila L48	384676	0.583844835	0.587	0.203094373	-0.008740865	34.98235362			Multiple		Insect	Yes	Bacteria	0.641597241
Pseudomonas fluorescens Pf0 1	205922	0.558947803	0.555	0.184839674	0.063667503	39.31899512		Aerobic	Multiple	Mesophilic	No	No	Bacteria	0.60520952
Pseudomonas fluorescens Pf-5	220664	0.576327929	0.576	0.146986439	-0.031453064	36.12172455		Aerobic	Multiple	Mesophilic	No	No	Bacteria	0.633049291
Pseudomonas fluorescens PfO-1	205922	0.558629873	0.554	0.185397304	0.064031407	39.33422283		Aerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.605209978
Pseudomonas fluorescens SBW25	216595	0.561252821	0.563	0.175708677	0.065293901	41.09854691	Non-halophilic	Aerobic	Multiple	Mesophilic		No	Bacteria	0.600672978
Pseudomonas mendocina ymp	399739	0.61170112	0.619	0.174295714	0.022962981	34.32230331	Non-halophilic	Aerobic	Multiple		Human	Yes	Bacteria	0.646761448
Pseudomonas putida F1	351746	0.54684938	0.545	0.198605555	0.082817121	38.67642211	Non-halophilic	Aerobic	Multiple	Mesophilic	No	No	Bacteria	0.618619341
Pseudomonas putida GB 1	76869	0.551934979	0.552	0.205682605	0.062518533	37.95981557	Non-halophilic	Aerobic	Multiple	Mesophilic	No	No	Bacteria	0.61942245
Pseudomonas putida KT2440	160488	0.540584166	0.538	0.206173967	0.088058232	38.96684799		Aerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.615240907
Pseudomonas putida W619	390235	0.539128562	0.537	0.198692559	0.107314292	39.67474541	Non-halophilic	Aerobic	Multiple	Mesophilic	No	No	Bacteria	0.614355951
Pseudomonas stutzeri A1501	379731	0.617205444	0.626	0.163444385	0.032511259	37.05363962		Aerobic	Host-associated	Mesophilic		Yes	Bacteria	0.638784977
Pseudomonas syringae phaseolicola 1448A	264730	0.546506762	0.547	0.165372471	0.122858367	44.68085651		Aerobic	Multiple	Mesophilic	Plant	No	Bacteria	0.579132943
Pseudomonas syringae pv B728a	205918	0.560109964	0.562	0.16045317	0.092301105	42.81954835		Aerobic	Multiple	Mesophilic	Plant	No	Bacteria	0.592328008
Pseudomonas syringae tomato DC3000	223283	0.553939957	0.557	0.165624466	0.111873257	43.96834466		Aerobic	Multiple	Mesophilic	Plant	Yes	Bacteria	0.583391912
Psychrobacter arcticum 273-4	259536	0.583763811	0.577	0.101253512	0.1378449	48.69339078			Specialized	Psychrophilic	No	Yes	Bacteria	0.428002253
Psychrobacter cryohalolentis K5	335284	0.594207683	0.59	0.08696966	0.138874596	48.73783537	Moderate halophilic		Multiple	Psychrophilic		Yes	Bacteria	0.422377307
Psychrobacter PRwf-1	349106	0.510201162	0.496	0.144624641	0.195847069	49.08902861		Aerobic	Aquatic	Mesophilic		Yes	Bacteria	0.44841036
Psychromonas ingrahamii 37	357804	0.541820529	0.537	0.096423959	0.198585449	49.83157929		Anaerobic	Aquatic	Psychrophilic	No	Yes	Bacteria	0.400862751
Pyrobaculum aerophilum	178306	0.754178672	0.755	0.039484817	0.002365839	51.3854986		Facultative	Aquatic	Hyperthermophilic	No	Yes	Archaea	0.513625176
Pyrobaculum arsenaticum DSM 13514	340102	0.711244145	0.714	0.069855449	-0.006363212	48.62853911		Anaerobic	Aquatic	Hyperthermophilic	No	Yes	Archaea	0.550508798
Pyrobaculum calidifontis JCM 11548	410359	0.707156315	0.714	0.079502022	0.005783967	46.12247981		Facultative	Specialized	Hyperthermophilic	No	Yes	Archaea	0.571508272
Pyrobaculum islandicum DSM 4184	384616	0.741387802	0.748	0.052346124	-0.017347949	50.28467261		Anaerobic	Specialized	Thermophilic	No	Yes	Archaea	0.495990477
Pyrococcus abyssi	272844	0.64744405	0.649	0.084058299	0.102261856	48.07395027		Anaerobic	Aquatic	Hyperthermophilic	No	Yes	Archaea	0.447114096
Pyrococcus furiosus	186497	0.668878591	0.671	0.066509655	0.089263148	47.72855664		Anaerobic	Aquatic	Hyperthermophilic	No	Yes	Archaea	0.407698967
Pyrococcus horikoshii	70601	0.675801838	0.68	0.061576273	0.033567069	48.51987708		Anaerobic	Aquatic	Hyperthermophilic	No	Yes	Archaea	0.418789707
Ralstonia eutropha H16	381666	0.589343534	0.604	0.192368052	0.084475939	34.94040409	Non-halophilic	Facultative	Specialized	Mesophilic		Yes	Bacteria	0.663374762
Ralstonia eutropha JMP134	264198	0.543357025	0.545	0.193980088	0.139642581	37.94139083	Non-halophilic	Facultative	Multiple	Mesophilic		No	Bacteria	0.644333996
Ralstonia metallidurans CH34	266264	0.529674621	0.53	0.204920986	0.161570663	39.51346156		Facultative	Specialized	Mesophilic	No	No	Bacteria	0.635309905
Ralstonia pickettii 12D	428406	0.565672022	0.575	0.195384381	0.10600878	39.20163781		Aerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.632990922
Ralstonia pickettii 12J	402626	0.58600178	0.592	0.174702796	0.07349541	38.48095438	Non-halophilic	Aerobic	Multiple	Mesophilic		No	Bacteria	0.636483756
Ralstonia solanacearum	267608	0.614086393	0.635	0.193033072	0.038416148	34.32804687		Aerobic	Multiple	Mesophilic	Plant	Yes	Bacteria	0.669754301
Ralstonia solanacearum CFBP2957 uid50545	859656	0.635765115	0.652	0.172732736	0.022760205	34.06847151						No	Bacteria	0.664586299
Ralstonia solanacearum PSI07 uid50539	859657	0.611271808	0.633	0.197577803	0.048086929	35.14844042						No	Bacteria	0.663228747
Renibacterium salmoninarum ATCC 33209	288705	0.466237525	0.455	0.14138322	0.261315396	52.74732236		Facultative	Host-associated	Mesophilic	Salmonid fish	Yes	Bacteria	0.562713256
Rhizobium etli CFN 42	347834	0.529930533	0.538	0.192117019	0.1880241	41.982112		Aerobic	Host-associated	Mesophilic	No	No	Bacteria	0.610283286
Rhizobium etli CIAT 652	491916	0.540295847	0.55	0.192368482	0.190504976	41.20988313		Aerobic	Host-associated	Mesophilic	No	Yes	Bacteria	0.613098259
Rhizobium leguminosarum bv  trifolii WSM1325	395491	0.548763942	0.554	0.177765287	0.169055991	41.79489231		Aerobic	Host-associated	Mesophilic	No	Yes	Bacteria	0.607699766
Rhizobium leguminosarum bv  trifolii WSM2304	395492	0.552230229	0.559	0.174274114	0.165450102	40.88702054		Aerobic	Host-associated	Mesophilic	No	No	Bacteria	0.611779326
Rhizobium leguminosarum bv viciae 3841	216596	0.550294277	0.557	0.180640279	0.174526312	41.92111883		Aerobic	Host-associated	Mesophilic	No	No	Bacteria	0.608620815
Rhizobium NGR234	394	0.534627485	0.542	0.194240459	0.185004079	41.15009767		Aerobic	Host-associated	Mesophilic	No	Yes	Bacteria	0.624201599
Rhodobacter capsulatus SB 1003 uid47509	272942	0.594642252	0.593	0.114840798	0.116007848	36.3807842		Facultative	Multiple	Mesophilic	No	No	Bacteria	0.665585808
Rhodobacter capsulatus SB1003 uid47509	272942	0.594642252	0.593	0.114840798	0.116007848	36.3807842		Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.665585808
Rhodobacter sphaeroides 2 4 1	272943	0.623638861	0.641	0.164784556	0.107607221	34.82798016		Facultative	Multiple	Mesophilic	No	No	Bacteria	0.687891393
Rhodobacter sphaeroides ATCC 17025	349102	0.597745078	0.61	0.161843297	0.13171893	35.56959187		Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.682296982
Rhodobacter sphaeroides ATCC 17029	349101	0.636500652	0.645	0.137471086	0.085858315	34.34950483		Facultative	Multiple	Mesophilic	No	No	Bacteria	0.689808615
Rhodobacter sphaeroides KD131	557760	0.638716009	0.646	0.130572947	0.089940523	34.13578864	Non-halophilic	Facultative	Multiple	Mesophilic		No	Bacteria	0.690916292
Rhodococcus erythropolis PR4	234621	0.531524295	0.522	0.167891049	0.197859183	43.77696911		Aerobic	Multiple	Mesophilic		Yes	Bacteria	0.623083072
Rhodococcus jostii RHA1	101510	0.558947919	0.57	0.182792463	0.15476633	38.24779489	Non-halophilic	Aerobic	Terrestrial	Mesophilic		No	Bacteria	0.669813476
Rhodococcus opacus B4	632772	0.596510714	0.6	0.140817934	0.097082783	36.02921457		Aerobic				No	Bacteria	0.678947994
Rhodococcus opacus B4 uid13791	632772	0.586411539	0.593	0.153042868	0.110209192	36.56040519		Aerobic				No	Bacteria	0.676210554
Rhodococcus opacus B4 uid36573	632772	0.586503972	0.593	0.152893602	0.110114984	36.55653853		Aerobic				Yes	Bacteria	0.676237758
Rhodococcus RHA1	101510	0.558947919	0.57	0.182792463	0.15476633	38.24779489	Non-halophilic	Aerobic	Terrestrial	Mesophilic		Yes	Bacteria	0.669813476
Rhodoferax ferrireducens T118	338969	0.712140389	0.721	0.097034348	-0.054137963	44.09936861		Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.595960307
Rhodopseudomonas palustris BisA53	316055	0.611415307	0.633	0.173097378	0.131353201	37.88804758		Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.64442664
Rhodopseudomonas palustris BisB18	316056	0.640814325	0.664	0.157783749	0.094149489	37.23687295		Facultative	Multiple	Mesophilic	No	No	Bacteria	0.649572059
Rhodopseudomonas palustris BisB5	316057	0.626859151	0.642	0.161033484	0.120435995	37.1813643		Facultative	Multiple	Mesophilic	No	No	Bacteria	0.648077541
Rhodopseudomonas palustris CGA009	258594	0.594446337	0.604	0.17481664	0.137319892	36.60604324		Facultative	Multiple	Mesophilic	No	No	Bacteria	0.650310737
Rhodopseudomonas palustris HaA2	316058	0.646579842	0.663	0.155134928	0.092593095	35.34006704		Facultative	Multiple	Mesophilic	No	No	Bacteria	0.660383753
Rhodopseudomonas palustris TIE 1	395960	0.589852791	0.603	0.183140182	0.140196169	36.7053202		Facultative		Mesophilic		No	Bacteria	0.648598086
Rhodospirillum centenum SW	414684	0.649269698	0.66	0.139320431	0.059140158	32.30026207		Facultative	Aquatic	Mesophilic		Yes	Bacteria	0.70461272
Rhodospirillum rubrum ATCC 11170	269796	0.631303656	0.639	0.131698512	0.061273128	37.51111555		Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.653787299
Rhodothermus marinus DSM 4252	518766	0.649435109	0.668	0.142526958	0.052395212	38.04012003	Moderate halophilic	Aerobic	Specialized	Thermophilic	No	Yes	Bacteria	0.643039008
Rickettsia africae ESF 5	347255	0.635636569	0.634	0.076201	0.092592276	43.43858691		Aerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.324097708
Rickettsia akari Hartford	293614	0.647154846	0.647	0.070730916	0.101039802	43.5162565		Aerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.323347359
Rickettsia bellii OSU 85-389	391896	0.6415754	0.641	0.090782205	0.122302752	42.18577843						No	Bacteria	0.316282097
Rickettsia bellii RML369-C	336407	0.640505967	0.641	0.089850572	0.120768801	42.15833652			Host-associated			Yes	Bacteria	0.316458574
Rickettsia canadensis McKiel	293613	0.663022339	0.66	0.067113831	0.084148776	42.32311958		Aerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.310539485
Rickettsia conorii	272944	0.631518668	0.632	0.084242543	0.098038975	43.67460444		Aerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.324388081
Rickettsia felis URRWXCal2	315456	0.637881317	0.636	0.080074705	0.092726429	43.2222902			Host-associated		"Human, Feline"	Yes	Bacteria	0.325134195
Rickettsia massiliae MTU5	416276	0.640577605	0.64	0.07589391	0.098603924	43.7496541		Aerobic	Host-associated	Mesophilic		Yes	Bacteria	0.325340943
Rickettsia peacockii Rustic	562019	0.634170388	0.632	0.082853701	0.095067295	43.56701058		Aerobic	Host-associated	Mesophilic		Yes	Bacteria	0.326032894
Rickettsia prowazekii	272947	0.646659326	0.645	0.066135518	0.102363038	40.30198575		Aerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.290002996
Rickettsia rickettsii Iowa	452659	0.635369492	0.634	0.077282258	0.103047918	43.60628362		Aerobic	Host-associated	Mesophilic	Human	No	Bacteria	0.324467838
Rickettsia rickettsii Sheila Smith	392021	0.628954955	0.628	0.080752077	0.103444897	43.48048874		Aerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.324674209
Rickettsia typhi wilmington	257363	0.653492063	0.651	0.065627078	0.082838559	40.26802381		Aerobic	Host-associated	Mesophilic	"Human, Rodent"	Yes	Bacteria	0.289194023
Robiginitalea biformata HTCC2501	313596	0.658460257	0.674	0.111397628	-0.013167385	45.08426866	Mesophilic	Aerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.552932925
Roseiflexus castenholzii DSM 13941	383372	0.641679666	0.648	0.089810881	0.077842029	46.00755776		Facultative	Aquatic	Thermophilic	No	Yes	Bacteria	0.606900776
Roseiflexus RS-1	357808	0.652313384	0.66	0.091753535	0.079680025	45.82743308		Facultative	Specialized	Thermophilic		Yes	Bacteria	0.60387345
Roseobacter denitrificans OCh 114	375451	0.623184032	0.626	0.101928688	0.074556027	46.45994777			Multiple	Mesophilic	No	Yes	Bacteria	0.588800328
Rubrobacter xylanophilus DSM 9941	266117	0.740925398	0.773	0.149066228	0.046141227	33.10073076		Aerobic	Specialized	Thermophilic	No	Yes	Bacteria	0.70476584
